name,parent
AMERRA AGRI OPPORTUNITY FUND LP,Harvard Mgmt PE Corp
APOLLO THUNDER PARTNERS LP,Harvard Mgmt PE Corp
BH INVESTMENTS FUND LLC,Harvard Mgmt PE Corp
CVI CHVF LP,Harvard Mgmt PE Corp
GREENFIELD BLR FINANCE PARTNERS LP,Harvard Mgmt PE Corp
GREENFIELD BLR PARTNERS LP,Harvard Mgmt PE Corp
HLS SPV LLC,Harvard Mgmt PE Corp
INTERNET ECONOMY HOLDINGS LLC,Harvard Mgmt PE Corp
MOUNTAIN CAPITAL PARTNERS NPI LP,Harvard Mgmt PE Corp
HARVARD PRIVATE CAPITAL PROPERTIES II INC,Harvard Mgmt PE Corp
HMC BEEFEATER INC,Harvard Mgmt PE Corp
Unlisted,Harvard Mgmt PE Corp
HMC JUWEEL HOLDINGS LP,HMC JUWEEL INVESTORS LP
ILS PROPERTY & CASUALTY FUND II LP,ILS PROPERTY & CASUALTY FEEDER FUND II LP
BCC CAMBRIDGE (GP LOANS) SARL,LUXCO LENDING FUND SARL
BCC CAMBRIDGE (GP REVOLVERS) SARL,LUXCO LENDING FUND SARL
NIMBUS WEATHER MASTER FUND LTD,NIMBUS WEATHER FUND LTD
PAG ASIA ALPHA LP,PAG ASIA ALPHA FEEDER LIMITED
ASIA ALPHA SECRETARIES LIMITED,PAG ASIA ALPHA FEEDER LIMITED
TPRV CAPITAL MASTER FUND LP,TPRV CAPITAL FUND LTD
HG GULF FZ LLC,Unlisted
Unlisted Argentina,Unlisted
Unlisted Australia,Unlisted
Unlisted Brazil,Unlisted
Unlisted Canada,Unlisted
HARVARD CENTER SHANGHAI CO LTD,Unlisted
Unlisted Chile,Unlisted
Unlisted Cayman,Unlisted
EMPRESA ECOLOGICA DEL ORINOCO SAS,Unlisted
Unlisted Ecuador,Unlisted
HARVARD BUSINESS SCHOOL PUBLISHING FRANCE SAS,Unlisted
COMPOSITION FEEDER GMBH,Unlisted
FRIENDS OF HARVARD HONG KONG TRUST,Unlisted
HARVARD BUSINESS SCHOOL PUBLISHING INDIA PRIVATE LTD,Unlisted
Unlisted Jersey,Unlisted
GREENGOLD VALUE FORESTS LATVIA SIA,Unlisted
GREENGOLD VALUE FORESTS LITHUANIA UAB,Unlisted
GREENGOLD EUROPEAN CAPITAL SA,Unlisted
GRANARY INVESTMENTS,Unlisted
CENTRO HARVARD DAVID ROCKEFELLER PARA ESTUDIOS LATINOAMERICANOS AC,Unlisted
HARVARD BUSINESS SCHOOL PUBLISHING DE MEXICO SA DE CV,Unlisted
COMPOSITION CAPITAL EUROPE FUND CV,Unlisted
COMPOSITION CAPITAL EUROPE II FEEDER CV,Unlisted
Unlisted Nicaragua,Unlisted
DAIRY FARMS PARTNERSHIP,Unlisted
Unlisted Peru,Unlisted
ECO CEBACO SA,Unlisted
TOUCANET SA,Unlisted
Unlisted Romania,Unlisted
GRANARY NORMANDIEN (PROPRIETARY) LIMITED,Unlisted
HARVARD BUSINESS SCHOOL PUBLISHING ASIA PACIFIC LTD,Unlisted
HARVARD ARASTIRMA VE EGITIM MERKEZI ISTANBUL LIMITED SIRKETI,Unlisted
Unlisted UK,Unlisted
Unlisted US,Unlisted
Unlisted Uruguay,Unlisted
EMPRESAS VERDES ARGENTINA SA,Unlisted Argentina
ESTANCIA CELINA SA,Unlisted Argentina
LAS MISIONES SA,Unlisted Argentina
BLACK KITE PTY LTD,Unlisted Australia
BLACK KITE TRUST,Unlisted Australia
EASTERN ROSELLA TRUST,Unlisted Australia
GREEN ROSELLA TRUST,Unlisted Australia
HARVARD BUSINESS SCHOOL PUBLISHING AUSTRALIA PTY LTD,Unlisted Australia
NORTHERN ROSELLA TRUST,Unlisted Australia
ROSELLA HOLD TC PTY LTD,Unlisted Australia
ROSELLA SUB TC PTY LTD,Unlisted Australia
WESTERN ROSELLA TRUST,Unlisted Australia
BLC FIC FIDC-NP,Unlisted Brazil
AGROFLORESTAL VERDE SUL SA,Unlisted Brazil
CARACOL AGROPECUARIA LTDA,Unlisted Brazil
CHEVAL SP PARTICIPACOES LTDA,Unlisted Brazil
FLORESTAS DO SUL AGROFLORESTAL LTDA,Unlisted Brazil
FORTALEZA AGROINDUSTRIAL LTDA,Unlisted Brazil
GALILEIA AGROINDUSTRIAL LTDA,Unlisted Brazil
GBE FAZENDAS LTD,Unlisted Brazil
GBE PARTICIPACOES IMOBILIARIAS LTDA,Unlisted Brazil
GBE PROJETOS AGRICOLAS II LTDA,Unlisted Brazil
GBE PROPRIEDADES E EMPREENDIMENTOS IMOBILIARIOS BAHIA LTDA,Unlisted Brazil
GBE PROPRIEDADES E EMPREENDIMENTOS IMOBILIARIOS MARANHAO LTDA,Unlisted Brazil
GBE PROPRIEDADES E EMPREENDIMENTOS IMOBILIARIOS PIAUI LTDA,Unlisted Brazil
GBE PROPRIEDADES E EMPREENDIMENTOS IMOBILIARIOS TOCANTINS LTDA,Unlisted Brazil
GBE PROPRIEDADES E EMPREENDIMENTOS MINAS GERAIS LTDA,Unlisted Brazil
GBE PROPRIEDADES GUADALUPE LTDA,Unlisted Brazil
GBE PROPRIEDADES HOLDINGS BAHIA LTDA,Unlisted Brazil
GBE PROPRIEDADES HOLDINGS GUADALUPE LTDA,Unlisted Brazil
GBE PROPRIEDADES HOLDINGS MARANHAO LTDA,Unlisted Brazil
GBE PROPRIEDADES HOLDINGS TOCANTINS LTDA,Unlisted Brazil
GBE PROPRIEDADES PARTICIPACOES PIAUI LTDA,Unlisted Brazil
INSOLO AGROINDUSTRIAL SA,Unlisted Brazil
IPE AGROINDUSTRIAL LTDA,Unlisted Brazil
NAZARE AGROINDUSTRIAL LTDA,Unlisted Brazil
PRADARIA AGROFLORESTAL LTDA,Unlisted Brazil
RIO MIRA PARTICIPACOES LTDA,Unlisted Brazil
SERRA GRANDE AGROINDUSTRIAL LTDA,Unlisted Brazil
SUSTAINABLE TEAK PARTCIPACOES LTDA,Unlisted Brazil
TERRACAL ALIMENTOS E BIOENERGIA - UNIDADE BAHIA LTDA,Unlisted Brazil
TERRACAL ALIMENTOS E BIOENERGIA - UNIDADE MARANHAO LTDA,Unlisted Brazil
TERRACAL ALIMENTOS E BIOENERGIA - UNIDADE MINAS GERAIS LTDA,Unlisted Brazil
TERRACAL ALIMENTOS E BIOENERGIA UNIDADE PIAUI ACUCAR E ALCOOL SA,Unlisted Brazil
TERRACAL ALIMENTOS E BIOENERGIA UNIDADE PIAUI AGRIBUSINESS SA,Unlisted Brazil
TERRACAL ALIMENTOS E BIOENERGIA UNIDADE PIAUI ARMAZENS GERAIS LTDA,Unlisted Brazil
TERRACAL ALIMENTOS E BIOENERGIA UNIDADE PIAUI BENEFICIAMENTO DE CACAU LTDA,Unlisted Brazil
TERRACAL ALIMENTOS E BIOENERGIA UNIDADE PIAUI ENERGIA SA,Unlisted Brazil
TERRACAL ALIMENTOS E BIOENERGIA UNIDADE PIAUI ETANOL DE SEGUNDA GERACAO LT,Unlisted Brazil
TERRACAL ALIMENTOS E BIOENERGIA UNIDADE PIAUI FLORESTAL SA,Unlisted Brazil
TERRACAL ALIMENTOS E BIOENERGIA UNIDADE PIAUI INFRAESTRUTURA LTDA,Unlisted Brazil
TERRACAL ALIMENTOS E BIOENERGIA UNIDADE PIAUI INFRASESTRUTURA DE IRRIGACAO,Unlisted Brazil
TERRACAL ALIMENTOS E BIOENERGIA UNIDADE PIAUI PASTA DE TOMATE SA,Unlisted Brazil
TERRACAL ALIMENTOS E BIOENERGIA - UNIDADE PIAUI LTDA,Unlisted Brazil
TERRACAL ALIMENTOS E BIOENERGIA - UNIDADE TOCANTINS LTDA,Unlisted Brazil
TERRACAL ALIMENTOS E BIOENERGIA LTDA,Unlisted Brazil
TERRACAL PARTICIPACOES LTDA,Unlisted Brazil
TERRACAL PROPRIEDADES LTDA,Unlisted Brazil
UNITECA AGROFLORESTAL SA,Unlisted Brazil
VISTA VERDE AGROINDUSTRIAL LTDA,Unlisted Brazil
365 CHURCH STREET LIMITED PARTNERSHIP,Unlisted Canada
ADELAIDE-PETER DEVELOPMENTS,Unlisted Canada
ATLANTIC TORONTO 365 CHURCH STREET GENERAL PARTNER INC,Unlisted Canada
ATLANTIC TORONTO A-P GENERAL PARTNER INC,Unlisted Canada
ATLANTIC TORONTO GRENVILLE GENERAL PARTNER INC,Unlisted Canada
ATLANTIC TORONTO HOLDINGS INC,Unlisted Canada
LIFETIME CENTRECOURT GRENVILLE LIMITED PARTNERSHIP,Unlisted Canada
BLC MASTER FUND LP,Unlisted Cayman
CERBERUS MA PARTNERS LP,Unlisted Cayman
GBE INVESTMENTS LP,Unlisted Cayman
LIQUID REALTY PARTNERS IV (PF1) LP,Unlisted Cayman
LIQUID REALTY PARTNERS IV TAX EXEMPT (PF1) LP,Unlisted Cayman
ATLANTIC AVENUE REALTY LTD,Unlisted Cayman
ATLANTIC CAYMAN LIMITED,Unlisted Cayman
ATLANTIC DV HOLDINGS LTD,Unlisted Cayman
ATLANTIC FM LTD,Unlisted Cayman
ATLANTIC NREP II LTD,Unlisted Cayman
BLC FUND B LP,Unlisted Cayman
CARACARA LTD,Unlisted Cayman
DG PARTICIPANTS LTD,Unlisted Cayman
ECUADOR TIMBER LP,Unlisted Cayman
FRANCOLIN,Unlisted Cayman
GATEWAY REAL ESTATE FUND III - TE LP,Unlisted Cayman
GATEWAY V AIV 4 (MAXIMUS) LP,Unlisted Cayman
GAVEA JUS BRAZILIAN GOVERNMENT LIABILITIES FUND II-B LP,Unlisted Cayman
GBE DEVELOPMENT I LTD,Unlisted Cayman
GBE DEVELOPMENT II LTD,Unlisted Cayman
GBE DEVELOPMENT III LTD,Unlisted Cayman
GBE DEVELOPMENT IV LTD,Unlisted Cayman
GBE DEVELOPMENT V LTD,Unlisted Cayman
GBE DEVELOPMENT VI LTD,Unlisted Cayman
GBE HOLDINGS LTD,Unlisted Cayman
GBE INVESTMENTS LIMITED,Unlisted Cayman
GBE PROPERTIES I LTD,Unlisted Cayman
GBE PROPERTIES II LTD,Unlisted Cayman
GBE PROPERTIES III LTD,Unlisted Cayman
GBE PROPERTIES IV LTD,Unlisted Cayman
GBE PROPERTIES V LTD,Unlisted Cayman
GBE PROPERTIES VI LTD,Unlisted Cayman
GBE PROPERTIES VII LTD,Unlisted Cayman
HB CAYMAN LIMITED,Unlisted Cayman
HUNTER PATTON LTD,Unlisted Cayman
JADE RETAIL INC,Unlisted Cayman
JUS BG I - FEEDER LP (FKA GAVEA JUS BG 1 - FEEDER LP),Unlisted Cayman
LASALLE ASIA OPPORTUNITY CAYMAN I LTD,Unlisted Cayman
LIQUID REALTY PARTNERS IV TAX EXEMPT (PF1) II LP,Unlisted Cayman
LIQUID REALTY PARTNERS IV TAX EXEMPT (PF1) LIMITED,Unlisted Cayman
MAGUARI LTD,Unlisted Cayman
MASDEVALLIA LTD,Unlisted Cayman
NCH AGRIBUSINESS INVESTORS CORP,Unlisted Cayman
NCH INVESTORS FUND (HU) CORP,Unlisted Cayman
NICARAO I LTD,Unlisted Cayman
NICARAO II LTD,Unlisted Cayman
NICARAO LTD,Unlisted Cayman
NICATECA INC,Unlisted Cayman
PEARL RETAIL INC,Unlisted Cayman
REPRESA PROPERTIES LTD,Unlisted Cayman
ROSELLA LTD,Unlisted Cayman
SOBRALIA LTD,Unlisted Cayman
SORA LTD,Unlisted Cayman
STELIS LTD,Unlisted Cayman
TINAMOU,Unlisted Cayman
AGRICOLA BRINZAL LIMITADA,Unlisted Chile
AGRICOLA DURAMEN LIMITADA,Unlisted Chile
AGRICOLA E INVERSIONES PAMPA ALEGRE SA,Unlisted Chile
AGRICOLA EL CARDONAL LIMITADA,Unlisted Chile
AGRICOLA FUNDO BUCALEMU LIMITADA,Unlisted Chile
AGRICOLA LOS RIOS SPA,Unlisted Chile
AGRICOLA RAPEL LIMITADA,Unlisted Chile
AGRICOLA RETIRO LIMITADA,Unlisted Chile
AGRICOLA RIBERA LIMITADA,Unlisted Chile
CLAG (CHILE) SPA,Unlisted Chile
COPAYAPU SPA,Unlisted Chile
FLAMENCO SPA,Unlisted Chile
HUEQUI SPA,Unlisted Chile
INVERSIONES TRES CUMBRES LTDA,Unlisted Chile
PULAR SPA,Unlisted Chile
SOCIEDAD EXPLOTADORA AGRICOLA SPA,Unlisted Chile
TACORA SPA,Unlisted Chile
TAGUA SPA,Unlisted Chile
YANTELES SPA,Unlisted Chile
FORESTAL BOSQUEPALM CIA LTDA,Unlisted Ecuador
FORESTAL FORESVERGAL CIA LTDA,Unlisted Ecuador
LONGTERM FOREST PARTNERS CIA LTDA,Unlisted Ecuador
CH NBS II LIMITED,Unlisted Jersey
CH NBS LIMITED,Unlisted Jersey
ATLANTIC NBS LIMITED,Unlisted Jersey
EL MARIA SA,Unlisted Nicaragua
INVERSIONES CATIVAL SA,Unlisted Nicaragua
INVERSIONES SANTA RITA SA,Unlisted Nicaragua
LA JACARANDA SA,Unlisted Nicaragua
LA MORA SA,Unlisted Nicaragua
LA ZARZA SA,Unlisted Nicaragua
LAS ACACIAS SA,Unlisted Nicaragua
LOS ARRAYANES SA,Unlisted Nicaragua
LOS LAURELES SA,Unlisted Nicaragua
NICATECA SA,Unlisted Nicaragua
OPERA SA,Unlisted Nicaragua
TUNUYAN SA,Unlisted Nicaragua
INVERSIONES HEFEI SAC,Unlisted Peru
INVERSIONES LEFKADA SAC,Unlisted Peru
INVERSIONES MOSQUETA SAC,Unlisted Peru
INVERSIONES PIRONA SAC,Unlisted Peru
MIRABILIS SA,Unlisted Peru
GREENGOLD AGRIROM SRL,Unlisted Romania
GREENGOLD FUTURE TREES SRL,Unlisted Romania
SCOLOPAX SRL,Unlisted Romania
ATLANTIC EUROPE INVESTMENTS GP LIMITED,Unlisted UK
ATLANTIC EUROPE INVESTMENTS LP,Unlisted UK
HARVARD BUSINESS SCHOOL PUBLISHING EUROPE LTD,Unlisted UK
HARVARD UNIVERSITY PRESS LTD,Unlisted UK
GUANARE AARL,Unlisted Uruguay
GUANARE SA,Unlisted Uruguay
PARFEN SRL,Unlisted Uruguay
PINARES AARL,Unlisted Uruguay
TERENA SA,Unlisted Uruguay
144 FULTON MMEE JV LLC,Unlisted US
170 BROADWAY LLC,Unlisted US
4 BLACKFAN SECONDARY CONDOMINIUM ASSOCIATION LLC,Unlisted US
441 ROCKAWAY OWNER LLC,Unlisted US
522 FULTON REALTY LLC,Unlisted US
947 LINCOLN ROAD LLC,Unlisted US
ADAGE CAPITAL PARTNERS GP LLC,Unlisted US
AR HOLDINGS II LLC,Unlisted US
ATLANTIC CT HOLDINGS II LLC,Unlisted US
ATLANTIC CT HOLDINGS III LLC,Unlisted US
ATLANTIC CT HOLDINGS LLC,Unlisted US
ATLANTIC P3 LIFE SCIENCES HOLDINGS LLC,Unlisted US
ATLANTIC REGENT HOLDINGS LLC,Unlisted US
ATLANTIC SCIOTO HOLDINGS LLC,Unlisted US
ATLANTIC TORONTO LP,Unlisted US
ATLANTIC US REAL ESTATE LLC,Unlisted US
BAINBRIDGE CC URBANA APARTMENTS LLC,Unlisted US
BAYNORTH REALTY FUND IV LIMITED PARTNERSHIP,Unlisted US
BLACKSTONE EDISON MANAGED PARTNERSTE LP,Unlisted US
BLUE ATLANTIC ACQUISITION GROUP II LLC,Unlisted US
BLUE ATLANTIC ACQUISITION GROUP LLC,Unlisted US
CA ATLANTIC URBAN LV LLC,Unlisted US
CA USQUARE LLC,Unlisted US
CCC INVESTORS HOLDINGS II LP,Unlisted US
CH OCEANSIDE LLC,Unlisted US
CHEROKEE INVESTMENT PARTNERS III PARALLEL FUND LP,Unlisted US
CORAL SENIOR HOUSING II LLC,Unlisted US
CORAL SENIOR HOUSING III LLC,Unlisted US
CORAL SENIOR HOUSING IV LLC,Unlisted US
CORAL SENIOR HOUSING LLC,Unlisted US
CORAL SENIOR HOUSING V LLC,Unlisted US
CORAL-FSP INVESTMENT FUND II LLC,Unlisted US
CROSSPOINT TECHNOLOGY HOLDINGS LLC,Unlisted US
CROWN 144 FULTON LLC,Unlisted US
CROWN ATLANTIC INTL OLIVE LLC,Unlisted US
CROWN ATLANTIC RETAIL II LLC,Unlisted US
CROWN ATLANTIC RETAIL LLC,Unlisted US
CROWN ICS 5TH ACQUISITIONS LLC,Unlisted US
CROWN SRP LLC,Unlisted US
DS CO-INVESTORS LLC,Unlisted US
EAE ATLANTIC LLC,Unlisted US
EDGE PRINCIPAL INVESTMENTS III PV LP,Unlisted US
GERRITY ATLANTIC RETAIL PARTNERS LLC,Unlisted US
GUEPARDO MASTER FUND LLC,Unlisted US
HARVARD COMMINGLED ACCOUNT,Unlisted US
HARVARD INVESTMENT ASSOCIATES,Unlisted US
HB INSTITUTIONAL LIMITED PARTNERSHIP,Unlisted US
INDY BLUE EQUITY LLC,Unlisted US
IRON POINT CO-INVESTMENT I LLC,Unlisted US
ISLAND C-III ATLANTIC HOLDINGS LLC,Unlisted US
JUS BG I - MASTER LP (FKA GAVEA JUS BG 1 - MASTER LP),Unlisted US
L-A SATURN ACQUISITION LP,Unlisted US
LIQUID REALTY PARTNERS IV INVESTMENTS AIV (PF1) LP,Unlisted US
LIQUID REALTY PARTNERS IV INVESTMENTS II AIV (PF1) LP,Unlisted US
LMA RESEARCH COMPLEX PRIMARY CONDOMINIUM ASSOCIATION LLC,Unlisted US
LONGFELLOW ATLANTIC HOLDINGS LLC,Unlisted US
LUBERT-ADLER CAPITAL REAL ESTATE FUND III LP,Unlisted US
LUBERT-ADLER REAL ESTATE FUND VII LP,Unlisted US
LUBERT-ADLERLARAMAR URBAN NEIGHBORHOOD CAPITAL FUND LP,Unlisted US
MCRB LLC,Unlisted US
MCRS LLC,Unlisted US
MDH ATLANTIC HOLDINGS II LLC,Unlisted US
MDH ATLANTIC HOLDINGS LLC,Unlisted US
NAVITAS CAPITAL II LP,Unlisted US
OAK 1425 HARRISON STREET PROPERTY LLC,Unlisted US
OAK-MOSSER II LLC,Unlisted US
OAK-MOSSER LLC,Unlisted US
PREMIER A-1 ST LOUIS HOLDINGS LLC,Unlisted US
PREMIER A-2 DMV HOLDINGS LLC,Unlisted US
PSI ATLANTIC HOLDINGS II LLC,Unlisted US
PSI ATLANTIC HOLDINGS III LLC,Unlisted US
PSI ATLANTIC HOLDINGS IV-A LLC,Unlisted US
PSI ATLANTIC HOLDINGS LLC,Unlisted US
QUEENS VENTURES LLC,Unlisted US
RUBY ATLANTIC AJCP HOLDINGS LLC,Unlisted US
SF MEZZ LLC,Unlisted US
SOIL INNOVATIONS LLC,Unlisted US
TDC ATLANTIC HOLDINGS LLC,Unlisted US
TETRIS PROPERTY LP,Unlisted US
USRA ATLANTIC CAPITAL PARTNERS LLC,Unlisted US
WASHINGTON HEIGHTS I LLC,Unlisted US
WBH KIRBY HILL CO-INVESTMENT LLC,Unlisted US
AR II REIT INC,Unlisted US
AR LEGACY REIT INC,Unlisted US
ASH R ONE LLC,Unlisted US
ATLANTIC BRIDGE REIT INC,Unlisted US
ATLANTIC CT REIT II INC,Unlisted US
ATLANTIC P3 PROGRAM REIT INC,Unlisted US
ATLANTIC P3 TRS LLC,Unlisted US
ATLANTIC REGENT REIT INC,Unlisted US
ATLANTIC URBAN RETAIL INC,Unlisted US
BAINBRIDGE CC URBANA APARTMENTS REIT INC,Unlisted US
BLUE ATLANTIC INVESTORS II INC,Unlisted US
BLUE ATLANTIC INVESTORS INC,Unlisted US
BLUE ATLANTIC SHUTTLE II LLC,Unlisted US
BRODIAEA INC,Unlisted US
CHARITABLE LEAD TRUSTS (46),Unlisted US
CHARITABLE REMAINDER TRUSTS (813),Unlisted US
CSH PROGRAM REIT II INC,Unlisted US
CSH PROGRAM REIT III INC,Unlisted US
CSH PROGRAM REIT IV INC,Unlisted US
CSH TRS HOLDING III LLC,Unlisted US
CSH TRS HOLDING IV LLC,Unlisted US
CSH TRS HOLDING V LLC,Unlisted US
EAE ATLANTIC II INC,Unlisted US
EAE ATLANTIC III INC,Unlisted US
EAE ATLANTIC IV INC,Unlisted US
EAE ATLANTIC TRS LLC,Unlisted US
EMBARCADERO CAPITAL INVESTORS II REIT INC,Unlisted US
FSP-MARLBORO LESSEE LLC,Unlisted US
GERRITY ATLANTIC RETAIL PARTNERS INC,Unlisted US
GERRITY RETAIL FUND 2 INC,Unlisted US
GRADUATE OXFORD LESSEE LLC,Unlisted US
HARVARD PRIVATE CAPITAL PROPERTIES III INC,Unlisted US
HARVARD UNIVERSITY PRESS OF NEW YORK,Unlisted US
HMC ADAGE MANAGER INC,Unlisted US
LONGFELLOW ATLANTIC REIT II INC,Unlisted US
LONGFELLOW ATLANTIC REIT INC,Unlisted US
LONGFELLOW ATLANTIC TRS LLC,Unlisted US
LONGSTOCKING INVESTMENT CORPORATION,Unlisted US
MCRB REAL ESTATE INVESTMENT TRUST INC,Unlisted US
MCRB TENANT HOLDCO LLC,Unlisted US
MCRS REAL ESTATE INVESTMENT TRUST INC,Unlisted US
MCRS TENANT HOLDCO LLC,Unlisted US
MDH ATLANTIC DEVELOPMENT REIT II INC,Unlisted US
MDH ATLANTIC REIT II INC,Unlisted US
MDH ATLANTIC REIT INC,Unlisted US
METROPOLITAN PORTFOLIO V INC (FKA EAE ATLANTIC I INC),Unlisted US
OAK-MOSSER REIT II INC,Unlisted US
OAK-MOSSER REIT INC,Unlisted US
POOLED INCOME FUNDS (3),Unlisted US
PREMIER A-1 SERVICES LLC,Unlisted US
PSI ATLANTIC SERVICES LLC,Unlisted US
REGENT OFFICE FUND II REIT,Unlisted US
RETIREMENT PLAN TRUST FOR EMPLOYEES OF HARVARD UNIVERSITY,Unlisted US
RUBY ATLANTIC AJCP PROGRAM TRS LLC,Unlisted US
RUBY ATLANTIC REIT INC,Unlisted US
TDCA REIT INC,Unlisted US
USRA ATLANTIC NET LEASE CAPITAL CORP,Unlisted US
WOOD VILLAGE SUB III GARP LLC,Unlisted US
WOOD VILLAGE SUB IV GARP LLC,Unlisted US
Harvard Mgmt PE Corp,
